"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2018","060290018","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/02/2018","060290018","1","7.1","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/03/2018","060290018","1","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/04/2018","060290018","1","5.6","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/05/2018","060290018","1","9.5","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/06/2018","060290018","1","11.8","ug/m3 LC","49","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/07/2018","060290018","1","6.6","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/08/2018","060290018","1","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/09/2018","060290018","1","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/10/2018","060290018","1","6.2","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/11/2018","060290018","1","6.8","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/12/2018","060290018","1","8.7","ug/m3 LC","36","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/13/2018","060290018","1","5","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/14/2018","060290018","1","2.6","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/15/2018","060290018","1","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/16/2018","060290018","1","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/17/2018","060290018","1","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/18/2018","060290018","1","1.9","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/19/2018","060290018","1","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/20/2018","060290018","1","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/21/2018","060290018","1","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/22/2018","060290018","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/23/2018","060290018","1","5","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/24/2018","060290018","1","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/25/2018","060290018","1","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/26/2018","060290018","1","4.9","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/27/2018","060290018","1","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/28/2018","060290018","1","3.8","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/29/2018","060290018","1","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/30/2018","060290018","1","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/31/2018","060290018","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","12540","Bakersfield, CA","06","California","029","Kern","35.6429431008838","-117.715066487047"
"01/01/2018","060651016","1","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/02/2018","060651016","1","-0.3","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/03/2018","060651016","1","0","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/04/2018","060651016","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/05/2018","060651016","1","10.3","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/06/2018","060651016","1","10.5","ug/m3 LC","44","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/07/2018","060651016","1","6.6","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/08/2018","060651016","1","5","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/09/2018","060651016","1","1.8","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/10/2018","060651016","1","5.8","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/11/2018","060651016","1","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/12/2018","060651016","1","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/13/2018","060651016","1","0.2","ug/m3 LC","1","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/14/2018","060651016","1","0.2","ug/m3 LC","1","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/15/2018","060651016","1","3.8","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/16/2018","060651016","1","3.4","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/17/2018","060651016","1","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/18/2018","060651016","1","2.6","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/19/2018","060651016","1","4.1","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/20/2018","060651016","1","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/21/2018","060651016","1","1.9","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/22/2018","060651016","1","0.7","ug/m3 LC","3","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/23/2018","060651016","1","0","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/24/2018","060651016","1","-0.5","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/25/2018","060651016","1","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/26/2018","060651016","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/27/2018","060651016","1","1.2","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/28/2018","060651016","1","-0.1","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/29/2018","060651016","1","-0.8","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/30/2018","060651016","1","-0.4","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/31/2018","060651016","1","1.2","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/01/2018","080770017","3","9.5","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/02/2018","080770017","3","8.6","ug/m3 LC","36","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/03/2018","080770017","3","6.4","ug/m3 LC","27","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/04/2018","080770017","3","10.9","ug/m3 LC","45","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/05/2018","080770017","3","13.7","ug/m3 LC","54","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/06/2018","080770017","3","13.5","ug/m3 LC","54","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/07/2018","080770017","3","11","ug/m3 LC","46","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/08/2018","080770017","3","8.3","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/09/2018","080770017","3","12.5","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/10/2018","080770017","3","7.8","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/11/2018","080770017","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/12/2018","080770017","3","7.4","ug/m3 LC","31","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/13/2018","080770017","3","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/14/2018","080770017","3","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/15/2018","080770017","3","5.9","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/16/2018","080770017","3","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/17/2018","080770017","3","7.2","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/18/2018","080770017","3","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/19/2018","080770017","3","12.1","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/20/2018","080770017","3","6.3","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/21/2018","080770017","3","2.3","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/22/2018","080770017","3","6.8","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/23/2018","080770017","3","9.8","ug/m3 LC","41","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/24/2018","080770017","3","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/25/2018","080770017","3","12.9","ug/m3 LC","53","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/26/2018","080770017","3","5.9","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/27/2018","080770017","3","6.1","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/28/2018","080770017","3","6.3","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/29/2018","080770017","3","7.5","ug/m3 LC","31","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/30/2018","080770017","3","10.2","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/31/2018","080770017","3","12.8","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","24300","Grand Junction, CO","08","Colorado","077","Mesa","39.0637980009234","-108.561173"
"01/02/2018","081010015","1","9.2","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/05/2018","081010015","1","7.9","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/08/2018","081010015","1","6.9","ug/m3 LC","29","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/11/2018","081010015","1","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/14/2018","081010015","1","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/17/2018","081010015","1","7.8","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/20/2018","081010015","1","5","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/23/2018","081010015","1","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/26/2018","081010015","1","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/29/2018","081010015","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"02/01/2018","081010015","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"02/04/2018","081010015","1","5.8","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","39380","Pueblo, CO","08","Colorado","101","Pueblo","38.2760990009177","-104.597613"
"01/01/2018","081230006","3","19.1","ug/m3 LC","66","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/02/2018","081230006","3","16.7","ug/m3 LC","61","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/03/2018","081230006","3","12.3","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/04/2018","081230006","3","12.9","ug/m3 LC","53","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/05/2018","081230006","3","23.6","ug/m3 LC","75","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/06/2018","081230006","3","20.8","ug/m3 LC","69","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/07/2018","081230006","3","5.5","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/08/2018","081230006","3","13","ug/m3 LC","53","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/09/2018","081230006","3","14.7","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/10/2018","081230006","3","8.4","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/11/2018","081230006","3","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/12/2018","081230006","3","7","ug/m3 LC","29","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/13/2018","081230006","3","12.8","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/14/2018","081230006","3","8.3","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/15/2018","081230006","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/16/2018","081230006","3","12.5","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/17/2018","081230006","3","18.5","ug/m3 LC","64","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/18/2018","081230006","3","20.7","ug/m3 LC","69","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/19/2018","081230006","3","27.9","ug/m3 LC","84","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/20/2018","081230006","3","7.4","ug/m3 LC","31","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/21/2018","081230006","3","1.8","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/22/2018","081230006","3","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/23/2018","081230006","3","6.2","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/24/2018","081230006","3","17.5","ug/m3 LC","62","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/25/2018","081230006","3","21","ug/m3 LC","70","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/26/2018","081230006","3","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/27/2018","081230006","3","9.4","ug/m3 LC","39","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/28/2018","081230006","3","6.2","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/29/2018","081230006","3","14.6","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/30/2018","081230006","3","20.5","ug/m3 LC","69","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/31/2018","081230006","3","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.4148770009314","-104.70693"
"01/02/2018","081230008","1","12","ug/m3 LC","50","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.2093870009303","-104.82405"
"01/05/2018","081230008","1","17.7","ug/m3 LC","63","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.2093870009303","-104.82405"
"01/08/2018","081230008","1","14.3","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.2093870009303","-104.82405"
"01/20/2018","081230008","1","6.7","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","24540","Greeley, CO","08","Colorado","123","Weld","40.2093870009303","-104.82405"
"01/02/2018","160050020","2","8.7","ug/m3 LC","36","1","100.0000","88101","PM2.5 - Local Conditions","38540","Pocatello, ID","16","Idaho","005","Bannock","42.978247774","-112.455813453"
"01/08/2018","160050020","2","8.6","ug/m3 LC","36","1","100.0000","88101","PM2.5 - Local Conditions","38540","Pocatello, ID","16","Idaho","005","Bannock","42.978247774","-112.455813453"
"01/14/2018","160050020","2","5.6","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","38540","Pocatello, ID","16","Idaho","005","Bannock","42.978247774","-112.455813453"
"01/20/2018","160050020","2","1","ug/m3 LC","4","1","100.0000","88101","PM2.5 - Local Conditions","38540","Pocatello, ID","16","Idaho","005","Bannock","42.978247774","-112.455813453"
"01/26/2018","160050020","2","1","ug/m3 LC","4","1","100.0000","88101","PM2.5 - Local Conditions","38540","Pocatello, ID","16","Idaho","005","Bannock","42.978247774","-112.455813453"
"01/01/2018","160050020","3","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","38540","Pocatello, ID","16","Idaho","005","Bannock","42.978247774","-112.455813453"
